,Comuna 1,Comuna 10,Comuna 11,Comuna 12,Comuna 13,Comuna 14,Comuna 15,Comuna 16,Comuna 2,Comuna 3,Comuna 4,Comuna 5,Comuna 6,Comuna 7,Comuna 8,Comuna 9,Corregimiento 50,Corregimiento 60,Corregimiento 70,Corregimiento 80,Corregimiento 90,Fecha
575,0.0,39.0,31.0,8.0,0.0,12.0,2.0,7.0,2.0,0.0,4.0,6.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2016-07-29
576,0.0,25.0,17.0,5.0,2.0,6.0,9.0,12.0,0.0,1.0,3.0,11.0,1.0,3.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,2016-07-30
577,1.0,15.0,8.0,0.0,0.0,3.0,1.0,5.0,1.0,5.0,1.0,4.0,0.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,2016-07-31
578,1.0,39.0,9.0,15.0,0.0,7.0,4.0,6.0,3.0,1.0,9.0,13.0,4.0,13.0,1.0,4.0,1.0,0.0,1.0,0.0,1.0,2016-08-01
579,2.0,33.0,13.0,5.0,1.0,22.0,1.0,6.0,0.0,1.0,10.0,3.0,1.0,12.0,1.0,6.0,0.0,1.0,0.0,0.0,0.0,2016-08-02
580,1.0,20.0,9.0,3.0,3.0,16.0,8.0,10.0,1.0,0.0,2.0,13.0,1.0,5.0,5.0,3.0,0.0,0.0,0.0,3.0,0.0,2016-08-03
581,1.0,13.0,16.0,14.0,2.0,13.0,4.0,11.0,4.0,1.0,7.0,5.0,2.0,1.0,4.0,1.0,0.0,1.0,0.0,1.0,3.0,2016-08-04
582,0.0,30.0,41.0,7.0,1.0,15.0,6.0,5.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,2016-08-05
583,0.0,30.0,30.0,2.0,1.0,21.0,10.0,5.0,0.0,0.0,5.0,3.0,3.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,2016-08-06
584,0.0,17.0,34.0,1.0,0.0,5.0,12.0,9.0,0.0,2.0,1.0,4.0,2.0,0.0,3.0,3.0,0.0,2.0,0.0,0.0,6.0,2016-08-07
585,0.0,19.0,9.0,2.0,1.0,10.0,5.0,10.0,1.0,6.0,2.0,7.0,1.0,4.0,5.0,5.0,0.0,0.0,1.0,0.0,0.0,2016-08-08
586,0.0,23.0,6.0,3.0,0.0,4.0,9.0,1.0,0.0,4.0,3.0,3.0,3.0,5.0,2.0,5.0,0.0,3.0,0.0,0.0,0.0,2016-08-09
587,1.0,25.0,5.0,9.0,1.0,12.0,9.0,2.0,1.0,2.0,2.0,8.0,1.0,4.0,2.0,2.0,0.0,1.0,0.0,2.0,0.0,2016-08-10
588,0.0,23.0,4.0,11.0,5.0,6.0,1.0,2.0,1.0,3.0,1.0,3.0,3.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2016-08-11
589,0.0,24.0,8.0,0.0,2.0,24.0,4.0,10.0,0.0,1.0,4.0,6.0,6.0,6.0,3.0,2.0,0.0,1.0,1.0,1.0,0.0,2016-08-12
590,0.0,23.0,6.0,11.0,1.0,17.0,3.0,8.0,0.0,0.0,6.0,6.0,0.0,3.0,1.0,8.0,0.0,4.0,0.0,1.0,4.0,2016-08-13
591,2.0,6.0,3.0,3.0,0.0,3.0,1.0,6.0,0.0,7.0,4.0,1.0,0.0,9.0,0.0,4.0,0.0,0.0,0.0,3.0,0.0,2016-08-14
592,0.0,8.0,12.0,6.0,6.0,1.0,2.0,3.0,0.0,2.0,1.0,3.0,4.0,1.0,2.0,3.0,0.0,0.0,0.0,2.0,0.0,2016-08-15
593,0.0,28.0,10.0,1.0,4.0,4.0,3.0,10.0,0.0,0.0,7.0,4.0,0.0,12.0,2.0,2.0,0.0,3.0,0.0,1.0,1.0,2016-08-16
594,2.0,31.0,7.0,2.0,1.0,11.0,12.0,13.0,4.0,2.0,2.0,2.0,2.0,6.0,1.0,3.0,0.0,2.0,0.0,2.0,0.0,2016-08-17
595,0.0,26.0,7.0,1.0,0.0,7.0,5.0,7.0,1.0,2.0,8.0,12.0,2.0,8.0,2.0,6.0,0.0,1.0,0.0,0.0,0.0,2016-08-18
596,1.0,33.0,13.0,1.0,0.0,12.0,2.0,3.0,1.0,1.0,4.0,3.0,0.0,1.0,5.0,4.0,0.0,4.0,0.0,4.0,0.0,2016-08-19
597,0.0,28.0,6.0,2.0,1.0,8.0,7.0,4.0,1.0,0.0,4.0,7.0,0.0,2.0,3.0,4.0,0.0,1.0,0.0,2.0,2.0,2016-08-20
598,3.0,9.0,9.0,17.0,1.0,9.0,0.0,7.0,4.0,4.0,2.0,4.0,0.0,3.0,0.0,1.0,0.0,4.0,0.0,1.0,3.0,2016-08-21
599,0.0,21.0,6.0,4.0,2.0,2.0,7.0,6.0,0.0,0.0,7.0,8.0,1.0,1.0,6.0,17.0,0.0,0.0,0.0,1.0,0.0,2016-08-22
600,0.0,22.0,18.0,0.0,0.0,9.0,1.0,7.0,0.0,0.0,5.0,8.0,2.0,5.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,2016-08-23
601,0.0,19.0,13.0,2.0,0.0,15.0,4.0,3.0,0.0,4.0,1.0,3.0,1.0,1.0,2.0,3.0,0.0,0.0,0.0,4.0,0.0,2016-08-24
602,0.0,27.0,24.0,4.0,1.0,1.0,2.0,8.0,4.0,0.0,3.0,4.0,1.0,13.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,2016-08-25
603,0.0,22.0,8.0,7.0,2.0,39.0,6.0,6.0,0.0,5.0,2.0,2.0,2.0,2.0,0.0,5.0,0.0,0.0,0.0,2.0,2.0,2016-08-26
604,1.0,32.0,11.0,11.0,0.0,8.0,2.0,5.0,1.0,2.0,5.0,6.0,0.0,3.0,3.0,9.0,0.0,3.0,0.0,0.0,0.0,2016-08-27
605,0.0,10.0,21.0,6.0,0.0,10.0,5.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2016-08-28
606,2.0,27.0,2.0,4.0,1.0,12.0,6.0,4.0,1.0,0.0,1.0,5.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,2016-08-29
607,2.0,16.0,13.0,3.0,4.0,10.0,1.0,9.0,0.0,2.0,4.0,5.0,2.0,4.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,2016-08-30
608,0.0,28.0,11.0,10.0,0.0,12.0,5.0,7.0,0.0,5.0,7.0,11.0,0.0,4.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,2016-08-31
609,0.0,54.0,12.0,3.0,2.0,16.0,17.0,14.0,1.0,1.0,2.0,11.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,2016-09-01
610,0.0,41.0,15.0,1.0,2.0,4.0,10.0,9.0,1.0,2.0,9.0,6.0,3.0,8.0,1.0,8.0,0.0,4.0,1.0,0.0,0.0,2016-09-02
611,0.0,31.0,10.0,9.0,1.0,13.0,2.0,6.0,0.0,2.0,14.0,2.0,1.0,3.0,4.0,6.0,0.0,0.0,1.0,0.0,5.0,2016-09-03
612,1.0,26.0,14.0,3.0,0.0,3.0,5.0,1.0,2.0,2.0,1.0,0.0,0.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,2016-09-04
613,0.0,33.0,16.0,1.0,2.0,14.0,8.0,7.0,0.0,4.0,10.0,7.0,3.0,5.0,6.0,2.0,0.0,1.0,0.0,2.0,2.0,2016-09-05
614,1.0,13.0,14.0,8.0,2.0,15.0,4.0,10.0,0.0,2.0,5.0,3.0,1.0,7.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,2016-09-06
615,1.0,23.0,7.0,4.0,1.0,13.0,2.0,10.0,1.0,2.0,8.0,4.0,3.0,3.0,2.0,3.0,0.0,2.0,0.0,1.0,0.0,2016-09-07
616,1.0,48.0,20.0,4.0,1.0,18.0,6.0,6.0,1.0,4.0,3.0,10.0,1.0,2.0,6.0,3.0,0.0,1.0,0.0,3.0,0.0,2016-09-08
617,0.0,30.0,11.0,2.0,3.0,5.0,3.0,6.0,0.0,3.0,5.0,7.0,3.0,2.0,4.0,4.0,0.0,2.0,1.0,0.0,2.0,2016-09-09
618,1.0,30.0,6.0,2.0,5.0,6.0,2.0,6.0,2.0,1.0,3.0,9.0,1.0,7.0,7.0,2.0,0.0,3.0,0.0,0.0,0.0,2016-09-10
619,0.0,16.0,9.0,2.0,1.0,7.0,1.0,7.0,2.0,2.0,1.0,2.0,1.0,3.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,2016-09-11
620,1.0,22.0,5.0,1.0,1.0,8.0,5.0,5.0,0.0,0.0,1.0,9.0,3.0,6.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,2016-09-12
621,1.0,39.0,6.0,6.0,3.0,13.0,3.0,5.0,4.0,2.0,3.0,10.0,1.0,13.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,2016-09-13
622,0.0,33.0,17.0,5.0,0.0,6.0,8.0,7.0,2.0,2.0,5.0,6.0,1.0,5.0,1.0,3.0,0.0,0.0,5.0,1.0,0.0,2016-09-14
623,0.0,53.0,6.0,9.0,3.0,6.0,6.0,7.0,1.0,1.0,7.0,8.0,1.0,9.0,12.0,0.0,2.0,1.0,0.0,0.0,3.0,2016-09-15
624,1.0,27.0,20.0,1.0,0.0,16.0,2.0,13.0,1.0,5.0,8.0,5.0,0.0,14.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,2016-09-16
625,0.0,34.0,16.0,1.0,2.0,14.0,9.0,11.0,2.0,0.0,4.0,9.0,2.0,6.0,0.0,8.0,0.0,1.0,0.0,0.0,2.0,2016-09-17
626,1.0,11.0,8.0,1.0,2.0,3.0,2.0,7.0,0.0,0.0,3.0,0.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,2016-09-18
627,2.0,26.0,6.0,6.0,0.0,3.0,4.0,13.0,1.0,2.0,4.0,4.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2016-09-19
628,0.0,29.0,10.0,2.0,2.0,18.0,7.0,2.0,0.0,2.0,6.0,6.0,4.0,4.0,3.0,2.0,0.0,2.0,0.0,0.0,6.0,2016-09-20
629,0.0,35.0,8.0,12.0,1.0,7.0,6.0,12.0,2.0,0.0,1.0,4.0,0.0,6.0,4.0,0.0,0.0,5.0,0.0,2.0,0.0,2016-09-21
630,4.0,29.0,9.0,1.0,0.0,8.0,2.0,10.0,1.0,1.0,1.0,14.0,2.0,1.0,2.0,6.0,0.0,0.0,0.0,4.0,0.0,2016-09-22
631,1.0,28.0,12.0,6.0,2.0,9.0,6.0,12.0,0.0,0.0,0.0,5.0,1.0,1.0,2.0,3.0,0.0,4.0,0.0,2.0,0.0,2016-09-23
632,1.0,20.0,21.0,2.0,2.0,14.0,0.0,4.0,0.0,2.0,4.0,3.0,1.0,5.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2016-09-24
633,0.0,13.0,9.0,1.0,0.0,9.0,1.0,3.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,7.0,2016-09-25
634,3.0,19.0,6.0,2.0,0.0,4.0,4.0,10.0,1.0,1.0,9.0,6.0,4.0,4.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,2016-09-26
635,2.0,22.0,13.0,2.0,0.0,9.0,3.0,1.0,3.0,1.0,7.0,8.0,3.0,3.0,7.0,2.0,0.0,1.0,1.0,1.0,0.0,2016-09-27
636,0.0,27.0,5.0,4.0,0.0,11.0,9.0,33.0,1.0,2.0,7.0,7.0,2.0,10.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,2016-09-28
637,1.0,33.0,10.0,9.0,0.0,12.0,7.0,10.0,0.0,0.0,1.0,4.0,1.0,8.0,2.0,4.0,0.0,2.0,0.0,0.0,0.0,2016-09-29
638,3.0,35.0,9.0,10.0,5.0,14.0,4.0,5.0,0.0,2.0,3.0,3.0,7.0,8.0,3.0,1.0,0.0,3.0,0.0,6.0,0.0,2016-09-30
639,1.0,28.0,12.0,5.0,3.0,15.0,4.0,9.0,1.0,3.0,9.0,6.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2016-10-01
640,1.0,19.0,7.0,5.0,4.0,4.0,4.0,8.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,5.0,2016-10-02
641,2.0,43.0,6.0,3.0,1.0,12.0,7.0,5.0,0.0,3.0,2.0,4.0,2.0,5.0,1.0,2.0,0.0,3.0,0.0,0.0,4.0,2016-10-03
642,0.0,27.0,6.0,3.0,1.0,10.0,2.0,10.0,1.0,0.0,2.0,6.0,3.0,10.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,2016-10-04
643,0.0,39.0,13.0,6.0,2.0,9.0,3.0,9.0,0.0,3.0,8.0,8.0,2.0,8.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,2016-10-05
644,0.0,18.0,14.0,8.0,2.0,16.0,12.0,8.0,0.0,5.0,3.0,4.0,6.0,1.0,1.0,3.0,0.0,0.0,0.0,4.0,4.0,2016-10-06
645,0.0,34.0,12.0,2.0,7.0,16.0,4.0,4.0,2.0,4.0,4.0,5.0,1.0,6.0,2.0,3.0,0.0,0.0,2.0,2.0,0.0,2016-10-07
646,0.0,40.0,8.0,3.0,6.0,17.0,4.0,10.0,3.0,1.0,10.0,7.0,2.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2016-10-08
647,0.0,14.0,2.0,4.0,3.0,2.0,10.0,7.0,1.0,3.0,0.0,1.0,3.0,4.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,2016-10-09
648,2.0,27.0,16.0,7.0,0.0,17.0,5.0,0.0,0.0,1.0,9.0,2.0,1.0,10.0,4.0,4.0,0.0,1.0,0.0,0.0,0.0,2016-10-10
649,1.0,27.0,4.0,4.0,0.0,10.0,6.0,8.0,1.0,3.0,7.0,6.0,7.0,5.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,2016-10-11
650,0.0,28.0,6.0,2.0,4.0,14.0,5.0,6.0,2.0,0.0,3.0,10.0,3.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,2016-10-12
651,0.0,24.0,14.0,6.0,0.0,2.0,5.0,10.0,1.0,1.0,5.0,7.0,1.0,6.0,2.0,6.0,0.0,2.0,0.0,2.0,0.0,2016-10-13
652,0.0,37.0,14.0,9.0,0.0,10.0,2.0,0.0,2.0,0.0,5.0,5.0,1.0,11.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,2016-10-14
653,0.0,31.0,15.0,4.0,7.0,3.0,5.0,3.0,0.0,6.0,5.0,3.0,1.0,4.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,2016-10-15
654,0.0,12.0,9.0,8.0,1.0,6.0,1.0,0.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2016-10-16
655,1.0,13.0,1.0,0.0,2.0,5.0,0.0,2.0,0.0,0.0,6.0,5.0,1.0,4.0,3.0,2.0,3.0,0.0,0.0,2.0,0.0,2016-10-17
656,1.0,27.0,8.0,3.0,2.0,5.0,5.0,6.0,3.0,0.0,3.0,2.0,0.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2016-10-18
657,0.0,33.0,9.0,1.0,1.0,2.0,9.0,5.0,2.0,0.0,13.0,4.0,0.0,4.0,4.0,1.0,0.0,1.0,0.0,2.0,0.0,2016-10-19
658,1.0,41.0,8.0,3.0,0.0,2.0,1.0,3.0,1.0,0.0,5.0,7.0,2.0,15.0,0.0,6.0,0.0,6.0,0.0,2.0,0.0,2016-10-20
659,0.0,36.0,11.0,1.0,2.0,10.0,3.0,2.0,0.0,1.0,4.0,7.0,1.0,9.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,2016-10-21
660,0.0,40.0,21.0,5.0,1.0,6.0,1.0,7.0,0.0,2.0,9.0,4.0,0.0,0.0,2.0,2.0,0.0,5.0,2.0,6.0,0.0,2016-10-22
661,0.0,19.0,7.0,3.0,0.0,1.0,3.0,3.0,0.0,0.0,4.0,1.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2016-10-23
662,0.0,28.0,5.0,2.0,4.0,17.0,2.0,11.0,0.0,1.0,10.0,3.0,1.0,5.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,2016-10-24
663,1.0,29.0,13.0,3.0,0.0,7.0,0.0,3.0,0.0,2.0,3.0,4.0,2.0,8.0,1.0,3.0,0.0,1.0,0.0,0.0,2.0,2016-10-25
664,0.0,38.0,14.0,7.0,1.0,16.0,3.0,9.0,0.0,1.0,7.0,4.0,1.0,4.0,2.0,6.0,0.0,1.0,1.0,2.0,0.0,2016-10-26
665,0.0,26.0,10.0,1.0,0.0,10.0,3.0,10.0,0.0,1.0,8.0,3.0,0.0,7.0,2.0,1.0,0.0,0.0,0.0,7.0,0.0,2016-10-27
666,0.0,32.0,11.0,8.0,1.0,12.0,3.0,6.0,1.0,2.0,3.0,11.0,0.0,6.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,2016-10-28
667,3.0,43.0,18.0,1.0,2.0,17.0,3.0,4.0,2.0,3.0,7.0,6.0,3.0,4.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,2016-10-29
668,3.0,17.0,17.0,10.0,0.0,5.0,5.0,4.0,1.0,3.0,3.0,1.0,0.0,0.0,1.0,3.0,0.0,2.0,2.0,0.0,1.0,2016-10-30
669,0.0,44.0,14.0,4.0,2.0,12.0,2.0,22.0,3.0,1.0,4.0,5.0,1.0,7.0,3.0,2.0,0.0,1.0,0.0,1.0,0.0,2016-10-31
670,1.0,41.0,6.0,6.0,1.0,20.0,6.0,11.0,2.0,3.0,7.0,5.0,1.0,6.0,1.0,5.0,0.0,1.0,0.0,1.0,0.0,2016-11-01
671,0.0,31.0,18.0,4.0,2.0,4.0,1.0,6.0,2.0,2.0,2.0,3.0,5.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,2016-11-02
672,1.0,43.0,6.0,1.0,1.0,10.0,5.0,10.0,1.0,1.0,10.0,10.0,0.0,9.0,1.0,4.0,0.0,4.0,0.0,2.0,0.0,2016-11-03
673,0.0,43.0,9.0,5.0,1.0,7.0,7.0,5.0,0.0,2.0,7.0,4.0,0.0,6.0,4.0,3.0,0.0,2.0,0.0,1.0,0.0,2016-11-04
674,1.0,44.0,19.0,5.0,0.0,12.0,4.0,5.0,0.0,0.0,6.0,9.0,2.0,1.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,2016-11-05
675,1.0,10.0,4.0,2.0,2.0,10.0,0.0,3.0,0.0,4.0,3.0,4.0,0.0,11.0,3.0,4.0,0.0,0.0,0.0,0.0,1.0,2016-11-06
676,0.0,24.0,11.0,0.0,0.0,6.0,2.0,5.0,1.0,1.0,4.0,4.0,0.0,4.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,2016-11-07
677,1.0,41.0,4.0,3.0,2.0,12.0,2.0,19.0,1.0,2.0,3.0,4.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2016-11-08
678,0.0,23.0,7.0,11.0,3.0,11.0,4.0,8.0,3.0,2.0,6.0,2.0,0.0,4.0,3.0,5.0,0.0,4.0,0.0,0.0,0.0,2016-11-09
679,0.0,38.0,17.0,4.0,1.0,6.0,3.0,2.0,0.0,0.0,8.0,11.0,1.0,6.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,2016-11-10
680,0.0,37.0,28.0,5.0,0.0,8.0,4.0,8.0,1.0,2.0,1.0,7.0,0.0,3.0,0.0,4.0,0.0,1.0,0.0,0.0,1.0,2016-11-11
681,0.0,34.0,14.0,7.0,4.0,13.0,2.0,11.0,1.0,1.0,3.0,12.0,2.0,11.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-11-12
682,0.0,11.0,7.0,1.0,1.0,3.0,5.0,1.0,0.0,0.0,1.0,0.0,1.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2016-11-13
683,0.0,14.0,1.0,9.0,2.0,3.0,2.0,3.0,1.0,4.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,2016-11-14
684,1.0,36.0,14.0,3.0,2.0,10.0,9.0,6.0,0.0,2.0,4.0,5.0,2.0,5.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,2016-11-15
685,2.0,40.0,14.0,4.0,0.0,14.0,10.0,7.0,0.0,0.0,2.0,2.0,2.0,8.0,2.0,4.0,0.0,0.0,1.0,0.0,0.0,2016-11-16
686,1.0,34.0,10.0,6.0,2.0,8.0,3.0,8.0,0.0,1.0,9.0,4.0,2.0,5.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,2016-11-17
687,0.0,35.0,10.0,10.0,3.0,7.0,5.0,1.0,0.0,1.0,5.0,2.0,3.0,10.0,2.0,4.0,0.0,1.0,0.0,2.0,0.0,2016-11-18
688,0.0,37.0,10.0,8.0,0.0,13.0,4.0,7.0,0.0,4.0,1.0,2.0,2.0,4.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,2016-11-19
689,2.0,16.0,7.0,3.0,1.0,11.0,2.0,3.0,0.0,1.0,3.0,1.0,2.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,2016-11-20
690,4.0,32.0,5.0,5.0,2.0,16.0,1.0,9.0,2.0,1.0,4.0,6.0,0.0,9.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,2016-11-21
691,1.0,44.0,11.0,2.0,3.0,11.0,7.0,10.0,1.0,0.0,8.0,8.0,5.0,5.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,2016-11-22
692,0.0,40.0,21.0,4.0,2.0,3.0,7.0,15.0,0.0,1.0,2.0,7.0,3.0,2.0,2.0,4.0,0.0,2.0,1.0,0.0,0.0,2016-11-23
693,1.0,37.0,23.0,5.0,1.0,5.0,8.0,9.0,1.0,1.0,2.0,16.0,1.0,1.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,2016-11-24
694,0.0,30.0,15.0,2.0,1.0,10.0,5.0,9.0,2.0,0.0,7.0,5.0,8.0,8.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,2016-11-25
695,1.0,19.0,10.0,7.0,2.0,10.0,2.0,13.0,0.0,1.0,3.0,4.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2016-11-26
696,0.0,8.0,13.0,3.0,0.0,5.0,0.0,2.0,1.0,1.0,4.0,2.0,2.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,2016-11-27
697,0.0,27.0,17.0,7.0,3.0,2.0,3.0,3.0,0.0,0.0,2.0,11.0,2.0,7.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,2016-11-28
698,0.0,32.0,7.0,10.0,0.0,8.0,5.0,5.0,0.0,0.0,2.0,7.0,2.0,6.0,1.0,6.0,0.0,2.0,0.0,1.0,0.0,2016-11-29
699,0.0,50.0,11.0,4.0,1.0,11.0,11.0,4.0,4.0,1.0,2.0,12.0,2.0,2.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,2016-11-30
700,1.0,42.0,7.0,2.0,3.0,10.0,1.0,7.0,0.0,3.0,8.0,3.0,6.0,6.0,6.0,11.0,0.0,4.0,0.0,0.0,0.0,2016-12-01
701,0.0,39.0,13.0,0.0,0.0,6.0,8.0,4.0,1.0,1.0,4.0,8.0,2.0,8.0,1.0,3.0,0.0,0.0,0.0,2.0,0.0,2016-12-02
702,0.0,31.0,11.0,1.0,1.0,3.0,5.0,1.0,3.0,1.0,3.0,5.0,3.0,6.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,2016-12-03
703,3.0,15.0,16.0,0.0,3.0,1.0,1.0,4.0,0.0,0.0,6.0,3.0,1.0,1.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,2016-12-04
704,0.0,52.0,5.0,5.0,3.0,12.0,5.0,6.0,1.0,0.0,10.0,7.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-12-05
705,1.0,41.0,7.0,2.0,1.0,5.0,4.0,1.0,1.0,3.0,3.0,12.0,5.0,3.0,3.0,1.0,0.0,1.0,2.0,0.0,0.0,2016-12-06
706,2.0,37.0,11.0,1.0,0.0,19.0,1.0,7.0,1.0,0.0,3.0,4.0,1.0,3.0,1.0,3.0,0.0,0.0,0.0,3.0,1.0,2016-12-07
707,1.0,12.0,8.0,6.0,0.0,6.0,2.0,5.0,1.0,0.0,0.0,2.0,0.0,5.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,2016-12-08
708,0.0,28.0,8.0,2.0,0.0,13.0,0.0,11.0,0.0,5.0,4.0,5.0,0.0,5.0,6.0,0.0,0.0,0.0,0.0,1.0,2.0,2016-12-09
709,0.0,49.0,17.0,1.0,2.0,7.0,3.0,5.0,2.0,4.0,4.0,12.0,2.0,2.0,5.0,2.0,0.0,1.0,0.0,1.0,1.0,2016-12-10
710,2.0,26.0,5.0,3.0,1.0,13.0,1.0,5.0,3.0,2.0,3.0,0.0,0.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,2016-12-11
711,1.0,44.0,7.0,0.0,5.0,13.0,5.0,5.0,2.0,0.0,1.0,2.0,0.0,5.0,3.0,7.0,0.0,5.0,0.0,0.0,0.0,2016-12-12
712,1.0,26.0,14.0,7.0,1.0,12.0,0.0,6.0,1.0,2.0,2.0,6.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,2016-12-13
713,0.0,26.0,19.0,10.0,2.0,27.0,3.0,6.0,0.0,0.0,4.0,4.0,0.0,4.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,2016-12-14
714,1.0,32.0,3.0,5.0,6.0,19.0,6.0,8.0,0.0,1.0,6.0,13.0,0.0,5.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,2016-12-15
715,0.0,33.0,15.0,2.0,1.0,20.0,3.0,11.0,0.0,1.0,5.0,2.0,1.0,4.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,2016-12-16
716,1.0,20.0,19.0,0.0,0.0,18.0,4.0,9.0,1.0,3.0,4.0,5.0,0.0,11.0,5.0,6.0,0.0,1.0,0.0,1.0,5.0,2016-12-17
717,0.0,9.0,12.0,5.0,2.0,4.0,3.0,8.0,0.0,1.0,4.0,3.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-12-18
718,1.0,35.0,9.0,3.0,2.0,5.0,4.0,2.0,0.0,0.0,1.0,6.0,0.0,5.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,2016-12-19
719,0.0,31.0,4.0,2.0,0.0,12.0,6.0,5.0,0.0,1.0,2.0,6.0,3.0,1.0,3.0,2.0,0.0,2.0,0.0,0.0,0.0,2016-12-20
720,0.0,31.0,11.0,11.0,4.0,10.0,2.0,7.0,3.0,0.0,7.0,12.0,0.0,8.0,3.0,2.0,0.0,1.0,0.0,0.0,1.0,2016-12-21
721,2.0,49.0,18.0,10.0,4.0,5.0,4.0,8.0,1.0,0.0,5.0,7.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2016-12-22
722,0.0,38.0,2.0,3.0,2.0,11.0,1.0,5.0,0.0,1.0,8.0,7.0,0.0,4.0,6.0,2.0,0.0,2.0,0.0,4.0,1.0,2016-12-23
